cod_articulo|cod_uni_med|cod_marca|des_articulo|des_uni_med|num_precio|des_tipo|des_modelo|fla_estado|cod_articulo_aux|fla_reg_lote|cod_catalogo
02882|002|000|APTITUD MATEMATICA 1 EDITORIAL BRUÑO||4.27350|A||A|062030040|N|02
02883|002|000|BETA 1 F. CORBALAN VICENS VIVES||35.52455|A||A|062030050|N|02
02884|002|000|BIBLIA DE LAS MATEMATICAS + CD ROOM LEXUS||22.68924|A||A|062030060|N|02
02885|002|000|GEOMETRIA UNICIENCIA SAN MARCOS||9.18372|A||A|062030070|N|02
02886|002|000|LA BIBLIA DE LAS MATEMATICAS LEXUS|UND|24.15000|A||A|062030080|N|02
02887|002|000|LA RESOLUCION DE PROBLEMAS ARITMETICOS EN EL AULA, J. LUCEÑO, ALJIBE||14.79282|A||A|062030090|N|02
02888|002|000|LIMITES 1 P.BENEJAM VICENS VIVES||33.55097|A||A|062030100|N|02
02889|002|000|LOGICO MATEMATICA - UN PASO ADELANTE 1º, SANTILLANA||19.21500|A||A|062030110|N|02
02890|002|000|LOGICO MATEMATICA - UN PASO ADELANTE 2º, SANTILLANA||19.21500|A||A|062030120|N|02
02891|002|000|LOGICO MATEMATICA - UN PASO ADELANTE 3º, SANTILLANA||19.21500|A||A|062030130|N|02
02892|002|000|LOGICO MATEMATICA - UN PASO ADELANTE 4º, SANTILLANA||19.21500|A||A|062030140|N|02
02893|002|000|LOGICO MATEMATICA - UN PASO ADELANTE 5º, SANTILLANA||19.21500|A||A|062030150|N|02
02894|002|000|LOGICO MATEMATICA - UN PASO ADELANTE 6º, SANTILLANA||19.21500|A||A|062030160|N|02
02895|002|000|LOS NUMEROS 5-6 CUENTO Y ESCRIBO 1 J, FRAILE ED VICENS VIVES||4.20000|A||A|062030170|N|02
02896|002|000|LOS NUMEROS 5-6 CUENTO Y ESCRIBO 2 J, FRAILE ED VICENS VIVES||4.20000|A||A|062030180|N|02
02897|002|000|LOS NUMEROS 5-6 CUENTO Y ESCRIBO 3 J, FRAILE ED VICENS VIVES||4.20000|A||A|062030190|N|02
02898|002|000|LOS NUMEROS 5-6 CUENTO Y ESCRIBO 4 J, FRAILE ED VICENS VIVES||4.20000|A||A|062030200|N|02
02899|002|000|LOS NUMEROS 5-6 CUENTO Y ESCRIBO 5 J, FRAILE ED VICENS VIVES||4.20000|A||A|062030210|N|02
02900|002|000|LOS NUMEROS 5-6 CUENTO Y ESCRIBO 6 J, FRAILE ED VICENS VIVES||4.20000|A||A|062030220|N|02
02901|002|000|MATEMATICA 1º SECUNDARIA COVEÑAS BRUÑO||12.82040|A||A|062030230|N|02
02902|002|000|MATEMATICA 2º SECUNDARIA COVEÑAS BRUÑO||12.82040|A||A|062030240|N|02
02903|002|000|MATEMATICA DE HOY 1 EDITORIAL BRUÑO||10.68375|A||A|062030250|N|02
02904|002|000|MATEMATICA DE HOY 2 EDITORIAL BRUÑO||10.68375|A||A|062030260|N|02
02905|002|000|MATRIX 2º MATEMATICA PARA SECUNDARIA NORMA||17.43000|A||A|062030270|N|02
02906|002|000|MATRIX 3º MATEMATICA PARA SECUNDARIA, NORMA||17.43000|A||A|062030280|N|02
02907|002|000|RAZONAMIENTO MATEMATICO 3º PRIMARIA, SANTILLLANA||8.29500|A||A|062030300|N|02
02908|002|000|RAZONAMIENTO MATEMATICO 6º PRIMARIA SANTILLANA||10.39500|A||A|062030310|N|02
02909|002|000|SERIE MATRIX 1 MATEMATICA - EDITORIAL NORMA||17.43000|A||A|062030320|N|02
02910|002|000|SERIE PIRAMIDE 1 - LOGICO MATEMATICO- EDITORIAL NORMA||18.27000|A||A|062030330|N|02
02911|002|000|SERIE PIRAMIDE 2 - LOGICO MATEMATICO- EDITORIAL NORMA||18.27000|A||A|062030340|N|02
02912|002|000|SERIE PIRAMIDE 3 - LOGICO MATEMATICO- EDITORIAL NORMA||18.27000|A||A|062030350|N|02
02913|002|000|SERIE PIRAMIDE 4 - LOGICO MATEMATICO- EDITORIAL NORMA||18.27000|A||A|062030360|N|02
02914|002|000|SERIE PIRAMIDE 5 - LOGICO MATEMATICO- EDITORIAL NORMA||18.27000|A||A|062030370|N|02
02915|002|000|SERIE PIRAMIDE 6 - LOGICO MATEMATICO- EDITORIAL NORMA||18.27000|A||A|062030380|N|02
02916|002|000|7 ENSAYOS DE LA INTERPRETACION DE LA REALIDAD PERUANA JOSE CARLOS MARIATEGUI||8.87565|A||A|062040010|N|02
02917|002|000|ALI BABA Y LOS 40 LADRONES, NAVARRETE||12.82040|A||A|062040020|N|02
02918|002|000|APRENDIENDO A ESCRIBIR ANA TEBEROSKY EDITORIAL HORSORI|UND|28.87500|A||A|062040030|N|02
02919|002|000|AVES SIN NIDO CLORINDA MATTO DE TURNER|UND|2.73000|A||A|062040040|N|02
02920|002|000|CANAL 1 P. BLANCO VICENS VIVES||31.74182|A||A|062040050|N|02
02921|002|000|CANAL 2 P, BLANCO VICENS VIVES||28.35000|A||A|062040060|N|02
02922|002|000|CANAL 3 M. P. SOLER VICENS VIVES||31.74182|A||A|062040070|N|02
02923|002|000|CANAL 4 P, SOLER VICENS VIVES||28.35000|A||A|062040080|N|02
02924|002|000|CANAL II LENGUA Y LITERATURA +CDS Y GUIA DOCENTE, VINCENS VIVES||76.65000|A||A|062040090|N|02
02925|002|000|COMO SE JUEGA CON EL VERBO AVILA FERNANDO NORMA||6.43650|A||A|062040100|N|02
02926|002|000|COMPRENSION LECTORA, EL USO DE LA LENGUA COMO PROCEDIMIENTO, JOLIBERT, GRAO|UND|16.80000|A||A|062040110|N|02
02927|002|000|COMUNICACION INTEGRAL - UN PASO ADELANTE 1º, SANTILLANA||19.21500|A||A|062040120|N|02
02928|002|000|COMUNICACION INTEGRAL - UN PASO ADELANTE 2º, SANTILLANA||19.21500|A||A|062040130|N|02
02929|002|000|COMUNICACION INTEGRAL - UN PASO ADELANTE 3º, SANTILLANA||19.21500|A||A|062040140|N|02
02930|002|000|COMUNICACION INTEGRAL - UN PASO ADELANTE 4º, SANTILLANA||19.21500|A||A|062040150|N|02
02931|002|000|COMUNICACION INTEGRAL - UN PASO ADELANTE 5º, SANTILLANA||19.21500|A||A|062040160|N|02
02932|002|000|COMUNICACION INTEGRAL - UN PASO ADELANTE 6º, SANTILLANA||19.21500|A||A|062040170|N|02
02933|002|000|CORAZON, EDMUNDO DE AMICIS, MANTARO||1.78500|A||A|062040180|N|02
02934|002|000|CRIMEN Y CASTIGO, EDITORIAL JUVENTUD||3.88500|A||A|062040190|N|02
02935|002|000|CUADERNO DE TRABAJO DE TIN MARIN PARA NIÑOS. EDITORIAL TAREA||15.75000|A||A|062040200|N|02
02936|002|000|DE TIN MARIN PARA DOCENTES EDITORIAL TAREA||9.86790|A||A|062040210|N|02
02937|002|000|EL CABALLERO CARMELO VALDELOMAR, ABRAHAM||5.52269|A||A|062040220|N|02
02938|002|000|EL MEJOR TRUCO DEL ABUELO EDITORIAL FONDO DE LA CULTURA ECONOMICA MEXICO||7.89432|A||A|062040230|N|02
02939|002|000|EL MUNDO ES ANCHO Y AJENO ALEGRIA, CIRO||9.97500|A||A|062040240|N|02
02940|002|000|ENSEÑAR LENGUA, DANIEL CASSANY, GRAO|UND|47.25000|A||A|062040250|N|02
02941|002|000|EVALUACION DE LA COMPRESION LECTORA PRUEBAS ACL 1º-6º DE PRIMARIA GCATALA EDITORIAL GRAO|UND|48.30000|A||A|062040260|N|02
02942|002|000|FABULANDO REFRANES GUILLERMO DELGADO SAN MARCOS||2.83500|A||A|062040270|N|02
02943|002|000|FORO 1 M. P. SOLER VICENS VIVES||35.52455|A||A|062040280|N|02
02944|002|000|GRAMATICA ESTRUCTURAL. ORTOGRAFIA Y REDACCION TEODORO ORTIZ DUEÑAS, TRILLAS||16.34787|A||A|062040290|N|02
02945|002|000|HAY ALGO MAS PEQUEÑO QUE UNA MUSARAÑA EDITORIAL JUVENTUD||11.55000|A||A|062040300|N|02
02946|002|000|JUEGOS DE EXPRESION ORAL Y ESCRITA MONSERRAT VILLA EDITORIAL GRAO|UND|27.51000|A||A|062040310|N|02
02947|002|000|JUGANDO CON LA ORTOGRAFIA LEXUS||16.11267|A||A|062040320|N|02
02948|002|000|JULIETA Y SU CAJA DE COLORES EDITORIAL FONDO DE CULTURA ECONOMICA||11.57835|A||A|062040330|N|02
02949|002|000|LA CIUDAD Y LOS PERROS VARGAS LLOSA,||11.55000|A||A|062040340|N|02
02950|002|000|LA FABULA QUECHUA REYNALDO MARTINEZ SAN MARCOS||3.88500|A||A|062040350|N|02
02951|002|000|LEER ES GENIAL 2º SANTILLANA||8.61000|A||A|062040360|N|02
02952|002|000|LEER ES GENIAL 3º, SANTILLANA||8.61000|A||A|062040370|N|02
02953|002|000|LEER ES GENIAL 4º, SANTILLANA||8.61000|A||A|062040380|N|02
02954|002|000|LEER ES GENIAL 5º, SANTILLANA||8.61000|A||A|062040390|N|02
02955|002|000|LEER ES GENIAL 6º, SANTILLANA||8.61000|A||A|062040400|N|02
02956|002|000|LENGUA Y VIDA 1 EDITORIAL BRUÑO||10.68375|A||A|062040410|N|02
02957|002|000|LETR@S .COM 1º LENGUAJE - COMUNICACION SECUNDARIA SANTILLANA||18.32250|A||A|062040420|N|02
02958|002|000|LETR@S .COM 2º LENGUAJE - COMUNICACION SECUNDARIA SANTILLANA||18.32250|A||A|062040430|N|02
02959|002|000|LETR@S.COM 3º LENGUAJE - COMUNICACION SECUNDARIA, SANTILLANA||18.32250|A||A|062040440|N|02
02960|002|000|LETR@S.COM 4º LENGUAJE - COMUNICACION SECUNDARIA, SANTILLANA||18.32250|A||A|062040450|N|02
02961|002|000|LETR@S.COM 5º LENGUAJE - COMUNICACION SECUNDARIA, SANTILLANA||18.32250|A||A|062040460|N|02
02962|002|000|LITERATURA INFANTIL JUVENIL NUESTRA AMERICA JESUS CABEL SAN MARCOS||4.81950|A||A|062040470|N|02
02963|002|000|LITERATURA INFANTIL JUVENIL PERUANA JESUS CABEL SAN MARCOS||4.83000|A||A|062040480|N|02
02964|002|000|LOS MEJORES RELATOS DE CIENCIA FICCION VARIOS AUTORES ALFAGUARA||7.41300|A||A|062040490|N|02
02965|002|000|LOS MEJORES RELATOS DE TERROR VARIOS AUTORES ALFAGUARA||7.41300|A||A|062040500|N|02
02966|002|000|LOS RIOS PROFUNDOS ARGUEDAS, JOSE MARIA|UND|10.50000|A||A|062040510|N|02
02967|002|000|NEXOS 2º COMUNICACION , LENGUAJE Y LITERATURA NORMA||17.64000|A||A|062040520|N|02
02968|002|000|ORTOGRAFIA ESPAÑOLA AVILA FERNANDO NORMA||5.77500|A||A|062040530|N|02
02969|002|000|ORTOGRAFIA I, PRIMARIA, E HERNANDEZ Y P. MALDONADO, EOS||21.63000|A||A|062040540|N|02
02970|002|000|ORTOGRAFIA II, SECUNDARIA E. HERNANDEZ Y P. MALDONADO, EOS||24.70776|A||A|062040550|N|02
02971|002|000|ORTOGRAFIA PRACTICA OCEANO||4.81950|A||A|062040560|N|02
02972|002|000|SALTARIN 5 AÑOS INICIAL, SANTILLANA||29.29500|A||A|062040570|N|02
02973|002|000|RAZONAMIENTO VERBAL 1º SEC. SANTILLANA||10.75200|A||A|062040580|N|02
02974|002|000|RAZONAMIENTO VERBAL 2º SEC. SANTILLANA||10.75200|A||A|062040590|N|02
02975|002|000|RAZONAMIENTO VERBAL 3º ED. SAN MARCOS||7.24500|A||A|062040600|N|02
02976|002|000|RAZONAMIENTO VERBAL 3º SEC. SANTILLANA||10.75200|A||A|062040610|N|02
02977|002|000|RAZONAMIENTO VERBAL 4º SEC. SANTILLANA||10.75200|A||A|062040620|N|02
02978|002|000|RAZONAMIENTO VERBAL 5º SEC. SANTILLANA||10.75200|A||A|062040630|N|02
02979|002|000|TRADICIONES PERUANAS RICARDO PALMA WALTER NOCEDA EDICIONES||5.52269|A||A|062040640|N|02
02980|002|000|TRANSTORNOS ESCOLARES LEXUS||12.82439|A||A|062040650|N|02
02981|002|000|TRASCENDER COMUNICACION INTEGRAL 1 EDITORIAL BRUÑO||11.75202|A||A|062040660|N|02
02982|002|000|TRASCENDER COMUNICACION INTEGRAL 2 EDITORIAL BRUÑO||10.68375|A||A|062040670|N|02
02983|002|000|TRASCENDER COMUNICACION INTEGRAL 3 EDITORIAL BRUÑO||10.68375|A||A|062040680|N|02
02984|002|000|TRASCENDER COMUNICACION INTEGRAL 4 EDITORIAL BRUÑO||10.68375|A||A|062040690|N|02
02985|002|000|TRASCENDER COMUNICACION INTEGRAL 5 EDITORIAL BRUÑO||10.68375|A||A|062040700|N|02
02986|002|000|TRASCENDER COMUNICACION INTEGRAL 6 EDITORIAL BRUÑO||10.68375|A||A|062040710|N|02
02987|002|000|UNA BIBLIOTECA EN TUS MANOS BRUÑO||11.75202|A||A|062040720|N|02
02988|002|000|VARIACIONES SOCIOLINGUISTICAS DEL CASTELLANO EN EL PERU, ALBERTO ESCOBAR, IEP||4.30500|A||A|062040730|N|02
02989|002|000|ASPECTOS SOCIALES DE LA EDUCACION RURAL EN EL PERU GIORGIO ALBERTI / JULIO COTLER / PERI PAREDES / R||2.73000|A||A|062050010|N|02
02990|002|000|C@MBIOS.COM 1º SEC - CIENCIAS SOCIALES, SANTILLANA||18.32250|A||A|062050020|N|02
02991|002|000|C@MBIOS.COM 2º SEC - CIENCIAS SOCIALES, SANTILLANA||18.32250|A||A|062050030|N|02
02992|002|000|C@MBIOS.COM 3º SEC - CIENCIAS SOCIALES, SANTILLANA||18.32250|A||A|062050040|N|02
02993|002|000|C@MBIOS.COM 4º SEC - CIENCIAS SOCIALES, SANTILLANA||18.32250|A||A|062050050|N|02
02994|002|000|CAMBI@S.COM 5º CIENCIAS SOCIALES SECUNDARIA, SANTILLANA||18.32250|A||A|062050060|N|02
02995|002|000|CIENCIAS INTEGRADAS - UN PASO ADELANTE 1º (CIENCIA Y AMB/PERS.SOCIAL), SANTILLANA||18.32250|A||A|062050070|N|02
02996|002|000|CIENCIAS INTEGRADAS - UN PASO ADELANTE 2º (CIENCIA Y AMB/PERS.SOCIAL), SANTILLANA||18.32250|A||A|062050080|N|02
02997|002|000|EDUCACCION CIVICA FAUSTO MURILLO ACUÑA 1º ESCUELA NUEVA||13.15724|A||A|062050090|N|02
02998|002|000|EDUCACCION CIVICA FAUSTO MURILLO ACUÑA 2º ESCUELA NUEVA||13.12500|A||A|062050100|N|02
02999|002|000|EDUCACCION CIVICA FAUSTO MURILLO ACUÑA 3º ESCUELA NUEVA||13.12500|A||A|062050110|N|02
03000|002|000|EDUCACCION CIVICA FAUSTO MURILLO ACUÑA 4º ESCUELA NUEVA||13.12500|A||A|062050120|N|02
03001|002|000|EDUCACCION CIVICA FAUSTO MURILLO ACUÑA 5º ESCUELA NUEVA||13.12500|A||A|062050130|N|02
03002|002|000|ENFOQUES 3º CIENCIAS SOCIALES PARA SECUNDARIA, NORMA||17.85000|A||A|062050140|N|02
03003|002|000|ENFOQUES 2º CIENCIAS SOCIALES PARA SECUNDARIA NORMA||17.85000|A||A|062050150|N|02
03004|002|000|ENTORNO SOCIAL 6º PERSONAL SOCIAL NORMA||17.85000|A||A|062050160|N|02
03005|002|000|PENSAMIENTO Y PALABRA DE 1º SECUNDARIA SAN MARCOS||11.11793|A||A|062050170|N|02
03006|002|000|PENSAMIENTO Y PALABRA DE 2º SECUNDARIA SAN MARCOS||11.11793|A||A|062050180|N|02
03007|002|000|PERSONAL SOCIAL - UN PASO ADELANTE 3º, SANTILLANA||18.32250|A||A|062050190|N|02
03008|002|000|PERSONAL SOCIAL - UN PASO ADELANTE 4º, SANTILLANA||18.32250|A||A|062050200|N|02
03009|002|000|PERSONAL SOCIAL - UN PASO ADELANTE 5º, SANTILLANA||18.32250|A||A|062050210|N|02
03010|002|000|PERSONAL SOCIAL - UN PASO ADELANTE 6º, SANTILLANA||18.32250|A||A|062050220|N|02
03011|002|000|PERSONAL SOCIAL-APRENDIENDO A SER PERUANOS 3 EDITORIAL BRUÑO||8.54700|A||A|062050230|N|02
03012|002|000|PERSONAL SOCIAL-APRENDIENDO A SER PERUANOS 4 EDITORIAL BRUÑO|UND|8.97435|A||A|062050240|N|02
03013|002|000|PERSONAL SOCIAL-APRENDIENDO A SER PERUANOS 5 EDITORIAL BRUÑO|UND|8.97435|A||A|062050250|N|02
03014|002|000|PERSONAL SOCIAL-APRENDIENDO A SER PERUANOS 6 EDITORIAL BRUÑO|UND|8.97435|A||A|062050260|N|02
03015|002|000|SERIE ENTORNO- 1 PERSONAL SOCIAL - EDOTORIAL NORMA||17.64000|A||A|062050270|N|02
03016|002|000|SERIE ENTORNO- 2 PERSONAL SOCIAL - EDOTORIAL NORMA||17.64000|A||A|062050280|N|02
03017|002|000|SERIE ENTORNO- 3 PERSONAL SOCIAL - EDOTORIAL NORMA||17.64000|A||A|062050290|N|02
03018|002|000|ANTOLOGIA DEL TEATRO INFANTIL PERUANO JESUS CABEL SAN MARCOS||4.72500|A||A|062060010|N|02
03019|002|000|ANTOLOGIA. POESIA INFANTIL PERUANA CARLOS ZUÑIGASAN MARCOS||2.52000|A||A|062060020|N|02
03020|002|000|GOTITAS DE CARIÑO: POEMARIO PARA NIÑOS MARITZA VALLE SAN MARCOS||4.83000|A||A|062060030|N|02
03021|002|000|PLASTICA 1 M. COLL VICENS VIVES||16.11761|A||A|062060040|N|02
03022|002|000|PLASTICA 2 M. COLL VICENS VIVES||16.11761|A||A|062060050|N|02
03023|002|000|PLASTICA 3 M. COLL VICENS VIVES||16.11761|A||A|062060060|N|02
03024|002|000|PLASTICA 4 M. COLL VICENS VIVES||16.11761|A||A|062060070|N|02
03025|002|000|PLASTICA 5 M. COLL VICENS VIVES||16.11761|A||A|062060080|N|02
03026|002|000|PLASTICA 6 M. COLL VICENS VIVES||16.11761|A||A|062060090|N|02
03027|002|000|POESIA INFANTIL JUVENIL SIGLO XX JESUS CABEL SAN MARCOS||4.72500|A||A|062060100|N|02
03028|002|000|POESIA PERUANA CONTEMPORANEA CESAR TORO MONTALVO||11.23500|A||A|062060110|N|02
03029|002|000|AGRESIVIDAD INFANTIL, I SERRANO, PIRAMIDE||25.30500|A||A|062070010|N|02
03030|002|000|APRENDER CON MAPAS MENTALES ONTORIA EDITORIAL NARCEDA||23.07680|A||A|062070020|N|02
03031|002|000|AUTOESTIMA: CLAVE DEL EXITO PERSONAL RODRIGUEZ, MANUAL MODERNO||16.11761|A||A|062070030|N|02
03032|002|000|AUTOESTIMA: COMO DESARROLLARLA JEAN FELDMAN NARCEA EDICIONES|UND|33.07500|A||A|062070040|N|02
03033|002|000|BASC, SISTEMA DE EVALAUCION DE LA CONDUCTA DE NIÑOS Y ADOLESCENTES, C,R, REYNOLDS Y R,W, KAMPHAUS, EDITORIAL TEA||425.25000|A||A|062070050|N|02
03034|002|000|BATALLE, INVENTARIO DE DESARROLLO,J, NEWBORG Y OTROS EDITORIAL TEA( BATERIA COMPLETA)||751.80000|A||A|062070060|N|02
03035|002|000|COMO DESARROLLAR LA AUTOESTIMA DE LOS HIJOS, A. VALLES EOS||18.09119|A||A|062070070|N|02
03036|002|000|CTI, INVENTARIO DE PENSAMIENTO CONSTRUCTIVO( EVALUACION DE LA INTELIGENCIA EMOCIONAL) S, EPSTEIN, EDITORIAL TEA||428.40000|A||A|062070080|N|02
03037|002|000|DINAMICAS DE GRUPO Y ORIENTACION EDUCATIVA MIGUEL ANGEL ROSADO TRILLAS||13.47791|A||A|062070090|N|02
03038|002|000|ECL-1 EVALUACION DE LA COMPRENSION LECTORA(A) Mª V DE LA CRUZ, EDITORIAL TEA||90.30000|A||A|062070100|N|02
03039|000|000|ECL-2, EVALUACION DE LA COMPRENSION LECTORA(A) Mª V DE LA CRUZ, EDITORIAL TEA||120.75000|A||A|062070110|N|02
03040|002|000|FROSTIG, PROGRAMA PARA DESARROLLO DE LA PERCEPCION VISUAL, M, FROSTIG EDITORIAL TEA||105.00000|A||A|062070120|N|02
03041|002|000|INTELIGENCIAS MULTIPLES: DIFERENTES FORMAS DE ENSE¥AR Y APRENDER, PRIETO, PIRAMIDE||22.78500|A||A|062070130|N|02
03042|002|000|IPP-R INVENTARIO DE INTERESES Y PREFERENCIAS PROFESIONALES-REVISADO,Mª V, DE LA CRUZ, EDITORIAL TEA||661.50000|A||A|062070140|N|02
03043|002|000|JUEGOS PARA ESTIMULAR LAS INTELIGENCIAS MULTIPLES, NARCEA||31.04945|A||A|062070150|N|02
03044|002|000|KUDER-C REGISTRO DE PREFERENCIAS VOCACIONALES G,F,KUDER EDITORIAL TEA||128.10000|A||A|062070160|N|02
03045|002|000|PSICOLOGIA DEL DESARROLLO DIANE PAPALIA||31.57739|A||A|062070170|N|02
03046|002|000|PSICOLOGIA EDUCATIVA PARA LA ENSEÑANZA EFICAZ KENNETH HENSON, THOMSON||30.59060|A||A|062070180|N|02
03047|002|000|PSICOLOGIA INFANTIL Y JUVENIL - "ASESOR DE PADRES", OCEANO||34.53975|A||A|062070190|N|02
03048|002|000|VALORES HUMANOS Y DESARROLLO PERSONAL. R. GIL, PRAXIS||29.60381|A||A|062070200|N|02
03049|002|000|ACTIVACION DEL PENSAMIENTO 1º, SANTILLANA||9.18750|A||A|062080010|N|02
03050|002|000|ACTIVACION DEL PENSAMIENTO 2º, SANTILLANA||9.18750|A||A|062080020|N|02
03051|002|000|JUEGOS MATEMATICOS PARA SECUNDARIA Y BACHILLERATO, CORBALAN|UND|39.90000|A||A|062080030|N|02
03052|002|000|JUEGOS RECREATIVOS PARA NIÑOS OCEANO|UND|11.76000|A||A|062080040|N|02
03053|002|000|JUGAR A PENSAR CON CUENTOS DE PUIG||16.25001|A||A|062080050|N|02
03054|002|000|MANUAL DE EDUCACION FISICA Y DEPORTES CON CD OCEANO||18.47475|A||A|062080060|N|02
03055|002|000|MIEDO A NADA, MIEDO A TODO, NIEUWENHOVEN, GRAO|UND|23.83000|A||A|062080070|N|02
03056|002|000|SABELOTODO, OCEANO||11.51325|A||A|062080080|N|02
03057|002|000|ATLAS VISUAL DE LAS CIENCIAS OCEANO||26.50725|A||A|062100010|N|02
03058|002|000|ATLAS VISUALES OCEANO ZOOLOGIA, INVERTEBRADOS OCEANO|UND|9.45000|A||A|062100020|N|02
03059|002|000|ATLAS VISUALES OCEANO: BOTANICA OCEANO|UND|9.45000|A||A|062100030|N|02
03060|002|000|ATLAS VISUALES OCEANO: ZOOLOGIA, VERTEBRADOS OCEANO|UND|9.45000|A||A|062100040|N|02
03061|002|000|BIBLIA DE LA FISICA Y QUIMICA LEXUS||22.68924|A||A|062100050|N|02
03062|002|000|COMO SURGIERON LOS SERES Y LAS COSAS VARIOS PEISA||9.45000|A||A|062100060|N|02
03063|002|000|CONSULTOR 4/T OCEANO||19.54575|A||A|062100070|N|02
03064|002|000|DESCUBRIR COMO ES/COMO FUNCIONA EDITORIAL OCEANO||27.30000|A||A|062100080|N|02
03065|002|000|DICCIONARIO BASICO ORTOGRAFICO ESCOLAR||4.20000|A||A|062100090|N|02
03066|002|000|DICCIONARIO DE ADMINISTRACION Y FINANZAS OCEANO||25.43625|A||A|062100100|N|02
03067|002|000|DICCIONARIO DE BIOGRAFIAS DIRECCION, CARLOS GISPERT OCEANO||27.31050|A||A|062100110|N|02
03068|002|000|DICCIONARIO DE CIENCIAS DE LA EDUCACION. LUIS CASTRO KIKUCHI. CEGURO EDITORE||17.64000|A||A|062100120|N|02
03069|002|000|DICCIONARIO DE FILOSOFIA JOSE FERRATER MORA, EDITORIAL ARIEL||44.46750|A||A|062100130|N|02
03070|002|000|DICCIONARIO DE MEDICINA, EDITORIAL CULTURAL||14.17500|A||A|062100140|N|02
03071|002|000|DICCIONARIO INGLES - ESPAÑOL/ESPAÑOL-INGLES LAROUSSE||4.83000|A||A|062100150|N|02
03072|002|000|DICCIONARIO BASICO DE LA LENGUA ESPAÑOLA LAROUSSE|UND|4.85000|A||A|062100160|N|02
03073|002|000|DICCIONARIO OCEANO DE SINONIMOS Y ANTONIMOS + 1 CD-ROOM, OCEANO||25.97175|A||A|062100170|N|02
03074|002|000|DICTIONARY POCKET (RICHMOND), SANTILLANA|UND|7.35000|A||A|062100180|N|02
03075|002|000|DICTIONARY STUDENTS (RICHMOND) EDITORIAL SANTILLANA|UND|7.35000|A||A|062100190|N|02
03076|002|000|EDUCACION CREATIVA PROYECTOS ESCOLARES EDITORIAL LEXUS||22.68924|A||A|062100200|N|02
03077|002|000|ENCICLOPEDIA AUDIOVISUAL EDUCATIVA, COMPUTACION, OCEANO||26.77500|A||A|062100210|N|02
03078|002|000|ENCICLOPEDIA DE CONTABILIDAD OCEANO|UND|31.50000|A||A|062100220|N|02
03079|002|000|ENCICLOPEDIA DE LA PEQUEÑA Y MEDIANA EMPRESA OCEANO||28.11375|A||A|062100230|N|02
03080|002|000|ENCICLOPEDIA DE LA PSICOPEDAGOGIA, OCEANO||18.74250|A||A|062100240|N|02
03081|002|000|ENCICLOPEDIA DEL PERU OCEANO||28.91700|A||A|062100250|N|02
03082|002|000|ENCICLOPEDIA DIDACTICA, CIENCIAS NATURALES, OCEANO|UND|21.00000|A||A|062100260|N|02
03083|002|000|ENCICLOPEDIA DIDACTICA, FISICA Y QUIMICA, OCEANO|UND|21.00000|A||A|062100270|N|02
03084|002|000|ENCICLOPEDIA DIDACTICA, GRAMATICA, OCEANO|UND|21.00000|A||A|062100280|N|02
03085|002|000|ENCICLOPEDIA DIDACTICA, MATEMATICAS, OCEANO|UND|21.00000|A||A|062100290|N|02
03086|002|000|ENCICLOPEDIA ESTUDIANTIL LEXUS||22.68924|A||A|062100300|N|02
03087|002|000|ENCICLOPEDIA PRACTICA DE LA AGRICULTURA Y LA GANADERIA OCEANO||25.43625|A||A|062100310|N|02
03088|002|000|ENCICLOPEDIA PRACTICA DE LA MADERA Y EBANISTERIA OCEANO||16.86825|A||A|062100320|N|02
03089|002|000|EXPLORACIONES Y DESCUBRIMIENTOS DEL MUNDO OCEANO||22.22325|A||A|062100330|N|02
03090|002|000|GRAN ATLAS DE LA VIDA ANTES DE NACER OCEANO||28.11375|A||A|062100340|N|02
03091|002|000|GRAN ATLAS MCMINN DE ANATOMIA HUMANA OCEANO||39.37500|A||A|062100350|N|02
03092|002|000|GRANDES FORJADORES DEL PERU LEXUS||11.18019|A||A|062100360|N|02
03093|002|000|JUEGUEMOS EN EL AULA PRIMER CICLO EDITORIAL LEXUS||11.50905|A||A|062100370|N|02
03094|002|000|KINDER CREATIVO EDITORIAL LEXUS||11.50905|A||A|062100380|N|02
03095|002|000|MENTOR - INTERACTIVO ENCICLOPEDIA DE CIENCIAS SOCIALES, OCEANO||26.50725|A||A|062100390|N|02
03096|002|000|MI PRIMER DICCIONARIO (ilustrado por MarIa Pascual), OCEANO||14.45850|A||A|062100400|N|02
03097|002|000|NUEVA ENCICLOPEDIA DEL ESTUDIANTE OCEANO||23.02514|A||A|062100410|N|02
03098|002|000|PRIMARIA ACTIVA 4/T OCEANO||36.75000|A||A|062100420|N|02
03099|002|000|Y QUE MAS? PREGUNTAS Y RESPUESTAS LEXUS|UND|10.50000|A||A|062100430|N|02
03100|002|000|GUIA METODOLOGICA "CAMINO A LA TOLERANCIA” - IPEDEHP|UND|2.10000|A||A|062110010|N|02
03101|000|000|GUIA METODOLOGICA COMO ABORDAR LOS SENTIMIENTOS EXPRESADOS POR LAS NIÑAS Y LOS NIÑOS” - IPEDEHP|000|2.83500|A||A|062110020|N|02
03102|002|000|MANUAL DE JUEGOS, EDIT OCEANO||26.25000|A||A|062110040|N|02
03103|002|000|MANUAL: CUADRO DE PROCEDIMIENTOS AIEPI||3.15000|A||A|062110060|N|02
03104|002|000|MANUAL: LIBRO DE LECTURA AIEPI||6.30000|A||A|062110070|N|02
